MGA,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Commission amount,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location Address,Risk/Location State,Risk/Location Zip,Exposure Type,Policy Occurrence Limit,Policy Aggregate Limit,Policy Event Number,Carrier %,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Vehicle Number,Vehicle Type,Radius Of Use,Gross Vehicle Weight,Vehicle Make,Vehicle Model,Model Year,Vehicle Identification Number,Specialized Vehicle Type,"Vehicle Number of Seats, Seating Capacity"
Daniel Abrahamsen,ASC-3727858-00,2023-10-06,2024-10-06,GRANADO'S CORP,12410 SW 188th Terr,MIAMI,FL,33177,2023-10-06,2024-10-06,0,0.0,2023-10-06,New Business,NB,Primary,0.0,Occurrence,12410 SW 188th Terr,FL,33177,1.0,1000000.0,"$2,000,000",ASC-3727858-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C63RRKL7JG214843,Truck,1.485,"Medium Trucks (10,000 - 20,000)",RAM,3500,2018.0,3C63RRKL7JG214843,Truck,1-8
Daniel Abrahamsen,ASC-8931754-00,2023-08-29,2024-08-29,STAR LINE FREIGHT,430 East O Street,Benicia,CA,94510,2023-10-06,2024-08-29,137.62,24.08,2023-10-06,Endorsement,EN,Primary,0.0,Occurrence,430 East O Street,CA,94510,1.0,1000000.0,"$2,000,000",ASC-8931754-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9NSNR6359,Truck,1.333,"Heavy Trucks (20,000 - 45,000)",FREIGHTLINER,CASCADIA,2022.0,3AKJHHDR9NSNR6359,Truck,1-8
Daniel Abrahamsen,ASC-8931754-00,2023-08-29,2024-08-29,STAR LINE FREIGHT,430 East O Street,Benicia,CA,94510,2023-10-06,2024-08-29,0,0.0,2023-10-06,Endorsement,EN,Primary,0.0,Occurrence,430 East O Street,CA,94510,1.0,1000000.0,"$2,000,000",ASC-8931754-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9NSNR6359,Truck,1.333,"Heavy Trucks (20,000 - 45,000)",FREIGHTLINER,CASCADIA,2022.0,3AKJHHDR9NSNR6359,Truck,1-8
Daniel Abrahamsen,ASC-8931754-00,2023-08-29,2024-08-29,STAR LINE FREIGHT,430 East O Street,Benicia,CA,94510,2023-10-06,2024-08-29,-22.06,-3.86,2023-10-06,Endorsement,EN,Primary,0.0,Occurrence,430 East O Street,CA,94510,1.0,1000000.0,"$2,000,000",ASC-8931754-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9NSNR6359,Truck,1.333,"Heavy Trucks (20,000 - 45,000)",FREIGHTLINER,CASCADIA,2022.0,3AKJHHDR9NSNR6359,Truck,1-8
Daniel Abrahamsen,ASC-8931754-00,2023-08-29,2024-08-29,STAR LINE FREIGHT,430 East O Street,Benicia,CA,94510,2023-10-06,2024-08-29,-4.73,-0.83,2023-10-06,Endorsement,EN,Primary,0.0,Occurrence,430 East O Street,CA,94510,1.0,1000000.0,"$2,000,000",ASC-8931754-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9NSNR6359,Truck,1.333,"Heavy Trucks (20,000 - 45,000)",FREIGHTLINER,CASCADIA,2022.0,3AKJHHDR9NSNR6359,Truck,1-8
Daniel Abrahamsen,ASC-1556320-00,2023-08-25,2024-08-25,MIDNIGHT RIDER EXPRESS CORP,18630 SW 132ND AVE,MIAMI,FL,33177,2023-10-04,2024-08-25,0,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,18630 SW 132ND AVE,FL,33177,1.0,1000000.0,"$2,000,000",ASC-1556320-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR2KSKB5166,Truck,1.4875,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR2KSKB5166,Truck,1-8
Daniel Abrahamsen,ASC-1556320-00,2023-08-25,2024-08-25,MIDNIGHT RIDER EXPRESS CORP,18630 SW 132ND AVE,MIAMI,FL,33177,2023-10-04,2024-08-25,560.55,98.1,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,18630 SW 132ND AVE,FL,33177,1.0,1000000.0,"$2,000,000",ASC-1556320-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR2KSKB5166,Truck,1.4875,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR2KSKB5166,Truck,1-8
Daniel Abrahamsen,ASC-1556320-00,2023-08-25,2024-08-25,MIDNIGHT RIDER EXPRESS CORP,18630 SW 132ND AVE,MIAMI,FL,33177,2023-10-04,2024-08-25,0,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,18630 SW 132ND AVE,FL,33177,1.0,1000000.0,"$2,000,000",ASC-1556320-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR2KSKB5166,Truck,1.4875,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR2KSKB5166,Truck,1-8
Daniel Abrahamsen,ASC-1556320-00,2023-08-25,2024-08-25,MIDNIGHT RIDER EXPRESS CORP,18630 SW 132ND AVE,MIAMI,FL,33177,2023-10-04,2024-08-25,0,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,18630 SW 132ND AVE,FL,33177,1.0,1000000.0,"$2,000,000",ASC-1556320-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR2KSKB5166,Truck,1.4875,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR2KSKB5166,Truck,1-8
Daniel Abrahamsen,ASC-8772123-00,2023-10-07,2024-10-07,PB32 TRANSPORT INC,6219 LESOURDSVILLE WEST CHESTER RD,LIBERTY TWP,OH,45011-8415,2023-10-07,2024-10-07,8045.68,1407.99,2023-10-07,New Business,NB,Primary,0.0,Occurrence,6219 LESOURDSVILLE WEST CHESTER RD,OH,45011,1.0,1000000.0,"$2,000,000",ASC-8772123-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLD56FSGB3816,Truck,1.4115,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2015.0,3AKJGLD56FSGB3816,Truck,1-8
Daniel Abrahamsen,ASC-8772123-00,2023-10-07,2024-10-07,PB32 TRANSPORT INC,6219 LESOURDSVILLE WEST CHESTER RD,LIBERTY TWP,OH,45011-8415,2023-10-07,2024-10-07,0,0.0,2023-10-07,New Business,NB,Primary,0.0,Occurrence,6219 LESOURDSVILLE WEST CHESTER RD,OH,45011,1.0,1000000.0,"$2,000,000",ASC-8772123-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLD56FSGB3816,Truck,1.4115,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2015.0,3AKJGLD56FSGB3816,Truck,1-8
Daniel Abrahamsen,ASC-8772123-00,2023-10-07,2024-10-07,PB32 TRANSPORT INC,6219 LESOURDSVILLE WEST CHESTER RD,LIBERTY TWP,OH,45011-8415,2023-10-07,2024-10-07,44.26,7.75,2023-10-07,New Business,NB,Primary,0.0,Occurrence,6219 LESOURDSVILLE WEST CHESTER RD,OH,45011,1.0,1000000.0,"$2,000,000",ASC-8772123-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLD56FSGB3816,Truck,1.4115,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2015.0,3AKJGLD56FSGB3816,Truck,1-8
Daniel Abrahamsen,ASC-8772123-00,2023-10-07,2024-10-07,PB32 TRANSPORT INC,6219 LESOURDSVILLE WEST CHESTER RD,LIBERTY TWP,OH,45011-8415,2023-10-07,2024-10-07,215.2,37.66,2023-10-07,New Business,NB,Primary,0.0,Occurrence,6219 LESOURDSVILLE WEST CHESTER RD,OH,45011,1.0,1000000.0,"$2,000,000",ASC-8772123-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJGLD56FSGB3816,Truck,1.4115,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2015.0,3AKJGLD56FSGB3816,Truck,1-8
Daniel Abrahamsen,ASC-8692910-00,2023-09-26,2024-09-26,INVESTOSOL LLC,15270 Voss Rd apt 520,SUGAR LAND,TX,77498,2023-10-06,2024-09-26,0,0.0,2023-10-06,Endorsement,EN,Primary,0.0,Occurrence,15270 Voss Rd apt 520,TX,77498,1.0,1000000.0,"$2,000,000",ASC-8692910-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWDT2FDGA3067,Truck,1.528,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2,2015.0,3ALACWDT2FDGA3067,Truck,1-8
Daniel Abrahamsen,ASC-8692910-00,2023-09-26,2024-09-26,INVESTOSOL LLC,15270 Voss Rd apt 520,SUGAR LAND,TX,77498,2023-10-06,2024-09-26,0,0.0,2023-10-06,Endorsement,EN,Primary,0.0,Occurrence,15270 Voss Rd apt 520,TX,77498,1.0,1000000.0,"$2,000,000",ASC-8692910-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWDT2FDGA3067,Truck,1.528,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2,2015.0,3ALACWDT2FDGA3067,Truck,1-8
Daniel Abrahamsen,ASC-8692910-00,2023-09-26,2024-09-26,INVESTOSOL LLC,15270 Voss Rd apt 520,SUGAR LAND,TX,77498,2023-10-06,2024-09-26,0,0.0,2023-10-06,Endorsement,EN,Primary,0.0,Occurrence,15270 Voss Rd apt 520,TX,77498,1.0,1000000.0,"$2,000,000",ASC-8692910-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWDT2FDGA3067,Truck,1.528,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2,2015.0,3ALACWDT2FDGA3067,Truck,1-8
Daniel Abrahamsen,ASC-8692910-00,2023-09-26,2024-09-26,INVESTOSOL LLC,15270 Voss Rd apt 520,SUGAR LAND,TX,77498,2023-10-06,2024-09-26,0,0.0,2023-10-06,Endorsement,EN,Primary,0.0,Occurrence,15270 Voss Rd apt 520,TX,77498,1.0,1000000.0,"$2,000,000",ASC-8692910-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWDT2FDGA3067,Truck,1.528,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2,2015.0,3ALACWDT2FDGA3067,Truck,1-8
Daniel Abrahamsen,ASC-9051051-00,2023-08-14,2024-08-14,MDM TRANSPORTATION,4859 SAMIA CT,CARMICHAEL,CA,95608,2023-09-16,2024-08-14,0,0.0,2023-09-16,Endorsement,EN,Primary,0.0,Occurrence,4859 SAMIA CT,CA,95608,1.0,1000000.0,"$2,000,000",ASC-9051051-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FVACWDT6CDBF2061,Truck,1.47,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2012.0,1FVACWDT6CDBF2061,Truck,1-8
Daniel Abrahamsen,ASC-9051051-00,2023-08-14,2024-08-14,MDM TRANSPORTATION,4859 SAMIA CT,CARMICHAEL,CA,95608,2023-09-16,2024-08-14,0,0.0,2023-09-16,Endorsement,EN,Primary,0.0,Occurrence,4859 SAMIA CT,CA,95608,1.0,1000000.0,"$2,000,000",ASC-9051051-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FVACWDT6CDBF2061,Truck,1.47,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2012.0,1FVACWDT6CDBF2061,Truck,1-8
Daniel Abrahamsen,ASC-9051051-00,2023-08-14,2024-08-14,MDM TRANSPORTATION,4859 SAMIA CT,CARMICHAEL,CA,95608,2023-09-16,2024-08-14,0,0.0,2023-09-16,Endorsement,EN,Primary,0.0,Occurrence,4859 SAMIA CT,CA,95608,1.0,1000000.0,"$2,000,000",ASC-9051051-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FVACWDT6CDBF2061,Truck,1.47,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2012.0,1FVACWDT6CDBF2061,Truck,1-8
Daniel Abrahamsen,ASC-9051051-00,2023-08-14,2024-08-14,MDM TRANSPORTATION,4859 SAMIA CT,CARMICHAEL,CA,95608,2023-09-16,2024-08-14,0,0.0,2023-09-16,Endorsement,EN,Primary,0.0,Occurrence,4859 SAMIA CT,CA,95608,1.0,1000000.0,"$2,000,000",ASC-9051051-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FVACWDT6CDBF2061,Truck,1.47,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2012.0,1FVACWDT6CDBF2061,Truck,1-8
Daniel Abrahamsen,ASC-8616752-00,2023-09-25,2024-09-25,NEW WAY TRANSPORTATION LLC,326 2ND ST,NEWARK,DE,19711-6749,2023-10-04,2024-09-25,0,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,326 2ND ST,DE,19711-6749,1.0,1000000.0,"$2,000,000",ASC-8616752-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9KSKC6813,Truck,1.49,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR9KSKC6813,Truck,1-8
Daniel Abrahamsen,ASC-8616752-00,2023-09-25,2024-09-25,NEW WAY TRANSPORTATION LLC,326 2ND ST,NEWARK,DE,19711-6749,2023-10-04,2024-09-25,0,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,326 2ND ST,DE,19711-6749,1.0,1000000.0,"$2,000,000",ASC-8616752-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9KSKC6813,Truck,1.49,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR9KSKC6813,Truck,1-8
Daniel Abrahamsen,ASC-8616752-00,2023-09-25,2024-09-25,NEW WAY TRANSPORTATION LLC,326 2ND ST,NEWARK,DE,19711-6749,2023-10-04,2024-09-25,0,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,326 2ND ST,DE,19711-6749,1.0,1000000.0,"$2,000,000",ASC-8616752-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9KSKC6813,Truck,1.49,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR9KSKC6813,Truck,1-8
Daniel Abrahamsen,ASC-8616752-00,2023-09-25,2024-09-25,NEW WAY TRANSPORTATION LLC,326 2ND ST,NEWARK,DE,19711-6749,2023-10-04,2024-09-25,0,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,326 2ND ST,DE,19711-6749,1.0,1000000.0,"$2,000,000",ASC-8616752-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR9KSKC6813,Truck,1.49,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR9KSKC6813,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMMML6GH375536,Truck,1.36,"Medium Trucks (10,000 - 20,000)",INT'L,4300,2016.0,1HTMMMML6GH375536,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMMML6GH375536,Truck,1.36,"Medium Trucks (10,000 - 20,000)",INT'L,4300,2016.0,1HTMMMML6GH375536,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMMML6GH375536,Truck,1.36,"Medium Trucks (10,000 - 20,000)",INT'L,4300,2016.0,1HTMMMML6GH375536,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMMML6GH375536,Truck,1.36,"Medium Trucks (10,000 - 20,000)",INT'L,4300,2016.0,1HTMMMML6GH375536,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,JHHYDM1HXLK010981,Truck,1.36,"Medium Trucks (10,000 - 20,000)",HINO,195,2020.0,JHHYDM1HXLK010981,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,JHHYDM1HXLK010981,Truck,1.36,"Medium Trucks (10,000 - 20,000)",HINO,195,2020.0,JHHYDM1HXLK010981,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,JHHYDM1HXLK010981,Truck,1.36,"Medium Trucks (10,000 - 20,000)",HINO,195,2020.0,JHHYDM1HXLK010981,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,JHHYDM1HXLK010981,Truck,1.36,"Medium Trucks (10,000 - 20,000)",HINO,195,2020.0,JHHYDM1HXLK010981,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9TH2BN533075,Truck,1.36,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2011.0,4V4NC9TH2BN533075,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9TH2BN533075,Truck,1.36,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2011.0,4V4NC9TH2BN533075,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9TH2BN533075,Truck,1.36,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2011.0,4V4NC9TH2BN533075,Truck,1-8
Daniel Abrahamsen,ASC-2119117-00,2023-08-25,2024-08-25,THE GREATER GOURMET COMPANY LLC,6987 CALLE DE LINEA STE 106,SAN DIEGO,CA,92154,2023-10-04,2024-08-25, $-   ,0.0,2023-10-04,Endorsement,EN,Primary,0.0,Occurrence,6987 CALLE DE LINEA STE 106,CA,92154,3.0,1000000.0,"$2,000,000",ASC-2119117-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9TH2BN533075,Truck,1.36,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2011.0,4V4NC9TH2BN533075,Truck,1-8
Daniel Abrahamsen,ASC-3257274-00,2023-08-21,2024-08-21,SINGLETON EXPRESS TRANSPO LLC,8161 SHASTA ST,VENTURA,CA,93004,2023-10-05,2024-08-21,-223.23,-39.07,2023-10-05,Endorsement,EN,Primary,0.0,Occurrence,8161 SHASTA ST,CA,93004,1.0,1000000.0,"$2,000,000",ASC-3257274-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9X6GJ482384,Truck,1.4275,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2016.0,1XKYDP9X6GJ482384,Truck,1-8
Daniel Abrahamsen,ASC-3257274-00,2023-08-21,2024-08-21,SINGLETON EXPRESS TRANSPO LLC,8161 SHASTA ST,VENTURA,CA,93004,2023-10-05,2024-08-21,0,0.0,2023-10-05,Endorsement,EN,Primary,0.0,Occurrence,8161 SHASTA ST,CA,93004,1.0,1000000.0,"$2,000,000",ASC-3257274-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9X6GJ482384,Truck,1.4275,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2016.0,1XKYDP9X6GJ482384,Truck,1-8
Daniel Abrahamsen,ASC-3257274-00,2023-08-21,2024-08-21,SINGLETON EXPRESS TRANSPO LLC,8161 SHASTA ST,VENTURA,CA,93004,2023-10-05,2024-08-21,-0.53,-0.09,2023-10-05,Endorsement,EN,Primary,0.0,Occurrence,8161 SHASTA ST,CA,93004,1.0,1000000.0,"$2,000,000",ASC-3257274-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9X6GJ482384,Truck,1.4275,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2016.0,1XKYDP9X6GJ482384,Truck,1-8
Daniel Abrahamsen,ASC-3257274-00,2023-08-21,2024-08-21,SINGLETON EXPRESS TRANSPO LLC,8161 SHASTA ST,VENTURA,CA,93004,2023-10-05,2024-08-21,0,0.0,2023-10-05,Endorsement,EN,Primary,0.0,Occurrence,8161 SHASTA ST,CA,93004,1.0,1000000.0,"$2,000,000",ASC-3257274-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9X6GJ482384,Truck,1.4275,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2016.0,1XKYDP9X6GJ482384,Truck,1-8
Daniel Abrahamsen,ASC-6587547-00,2023-09-21,2024-09-21,Q&J LOGISTICS LLC,11129 G AVE UNIT 3,Hesperia,CA,92345,2023-10-07,2024-09-21,-10533.1,-1843.29,2023-10-07,Endorsement,EN,Primary,0.0,Occurrence,11129 G AVE UNIT 3,CA,92345,1.0,1000000.0,"$2,000,000",ASC-6587547-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,2NKHHM6X7JM200898,Truck,1.235,"Heavy Trucks (20,000 - 45,000)",KENWORTH,T300,2018.0,2NKHHM6X7JM200898,Truck,1-8
Daniel Abrahamsen,ASC-6587547-00,2023-09-21,2024-09-21,Q&J LOGISTICS LLC,11129 G AVE UNIT 3,Hesperia,CA,92345,2023-10-07,2024-09-21,0,0.0,2023-10-07,Endorsement,EN,Primary,0.0,Occurrence,11129 G AVE UNIT 3,CA,92345,1.0,1000000.0,"$2,000,000",ASC-6587547-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,2NKHHM6X7JM200898,Truck,1.235,"Heavy Trucks (20,000 - 45,000)",KENWORTH,T300,2018.0,2NKHHM6X7JM200898,Truck,1-8
