,MGA,Program Name,Issuing Company,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Terrorism Premium,Total Gross Premium including Terrorism,Commission amount,Net Premium,Surcharge amount,Tax Amount,Tax Type,Fee Amount,Fee Type,Payment terms,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location #,Risk/Location Address,Risk/Location City,Risk/Location State,Risk/Location Zip,Risk/Location premium,Technical Price,IRPM (Individual Risk Premium Modification),Exposure Type,Exposure Amount,Policy Occurrence Limit,Policy Aggregate Limit,SIR/Deductible indicator,SIR/Deductible amount,SIR/Deductible type,NAICS or SIC Code,Annual Statement Line Code,Annual Statement Line Description,Issue Date,Policy Event Number,Carrier %,Carrier Limit,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Direct/Assumed,Fac?,Damage to Premises Rented to you Limit,Medical Expense Limit Included,Medical Expense Limit,Personal and Advertising Injury Limit,Products/Completed Operations Aggregate Limit,Employee Benefits Limit
1490,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8032539-00,08-10-2023,08-10-2024,RLV LOGISTICS LLC,422 LOWER ALDEN DR,RAHWAY,NJ,7065,08-10-2023,08-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,08-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,13 Easy Street,HARTFORD,NJ,8805,0.0,0,0.0,1,0,750000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8032539-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1491,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8032539-00,08-10-2023,08-10-2024,RLV LOGISTICS LLC,422 LOWER ALDEN DR,RAHWAY,NJ,7065,08-10-2023,08-10-2024,100,0.0,0,17.5,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,08-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,13 Easy Street,HARTFORD,NJ,8805,0.0,0,0.0,1,0,750000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8032539-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1492,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8120627-00,08-09-2023,08-09-2024,SLAUGHTER TRUCKING COMPANY LLC,429 S 17TH ST,HARRISBURG,PA,17103,29-09-2023,08-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,29-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,429 S 17TH ST,HARTFORD,PA,17103,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8120627-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1493,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8120627-00,08-09-2023,08-09-2024,SLAUGHTER TRUCKING COMPANY LLC,429 S 17TH ST,HARRISBURG,PA,17103,29-09-2023,08-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,29-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,429 S 17TH ST,HARTFORD,PA,17103,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8120627-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1494,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8120627-00,08-09-2023,08-09-2024,SLAUGHTER TRUCKING COMPANY LLC,429 S 17TH ST,HARRISBURG,PA,17103,29-09-2023,08-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,29-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,429 S 17TH ST,HARTFORD,PA,17103,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8120627-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1495,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8120627-00,08-09-2023,08-09-2024,SLAUGHTER TRUCKING COMPANY LLC,429 S 17TH ST,HARRISBURG,PA,17103,29-09-2023,08-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,29-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,429 S 17TH ST,HARTFORD,PA,17103,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8120627-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1496,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8120627-00,08-09-2023,08-09-2024,SLAUGHTER TRUCKING COMPANY LLC,429 S 17TH ST,HARRISBURG,PA,17103,29-09-2023,08-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,29-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,429 S 17TH ST,HARTFORD,PA,17103,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8120627-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1497,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8120627-00,08-09-2023,08-09-2024,SLAUGHTER TRUCKING COMPANY LLC,429 S 17TH ST,HARRISBURG,PA,17103,29-09-2023,08-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,29-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,429 S 17TH ST,HARTFORD,PA,17103,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8120627-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1498,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8120627-00,08-09-2023,08-09-2024,SLAUGHTER TRUCKING COMPANY LLC,429 S 17TH ST,HARRISBURG,PA,17103,29-09-2023,08-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,29-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,429 S 17TH ST,HARTFORD,PA,17103,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8120627-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1499,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-8120627-00,08-09-2023,08-09-2024,SLAUGHTER TRUCKING COMPANY LLC,429 S 17TH ST,HARRISBURG,PA,17103,29-09-2023,08-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,29-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,429 S 17TH ST,HARTFORD,PA,17103,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-8120627-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1500,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3728543-00,06-10-2023,06-10-2024,25OURSLOGISTICSLLC,11111 KATY FWY STE 910,HOUSTON,TX,77079-2119,06-10-2023,06-10-2024,10420.81,0.0,0,1823.64,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11111 KATY FWY STE 910,HARTFORD,TX,77079-2119,0.0,0,0.0,1,0,750000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3728543-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1501,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3728543-00,06-10-2023,06-10-2024,25OURSLOGISTICSLLC,11111 KATY FWY STE 910,HOUSTON,TX,77079-2119,06-10-2023,06-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11111 KATY FWY STE 910,HARTFORD,TX,77079-2119,0.0,0,0.0,1,0,750000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3728543-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1502,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3728543-00,06-10-2023,06-10-2024,25OURSLOGISTICSLLC,11111 KATY FWY STE 910,HOUSTON,TX,77079-2119,06-10-2023,06-10-2024,87.05,0.0,0,15.23,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11111 KATY FWY STE 910,HARTFORD,TX,77079-2119,0.0,0,0.0,1,0,750000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3728543-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1503,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3728543-00,06-10-2023,06-10-2024,25OURSLOGISTICSLLC,11111 KATY FWY STE 910,HOUSTON,TX,77079-2119,06-10-2023,06-10-2024,639.14,0.0,0,111.85,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,11111 KATY FWY STE 910,HARTFORD,TX,77079-2119,0.0,0,0.0,1,0,750000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3728543-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1504,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9539732-00,06-10-2023,06-10-2024,8 RIVAS TRANSPORT LLC,1765 MORGAN LANE,CONYERS,GA,30012,06-10-2023,06-10-2024,14503.92,0.0,0,2538.19,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,1765 MORGAN LANE,HARTFORD,GA,30012,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9539732-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1505,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9539732-00,06-10-2023,06-10-2024,8 RIVAS TRANSPORT LLC,1765 MORGAN LANE,CONYERS,GA,30012,06-10-2023,06-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,1765 MORGAN LANE,HARTFORD,GA,30012,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9539732-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1506,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9539732-00,06-10-2023,06-10-2024,8 RIVAS TRANSPORT LLC,1765 MORGAN LANE,CONYERS,GA,30012,06-10-2023,06-10-2024,159.39,0.0,0,27.89,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,1765 MORGAN LANE,HARTFORD,GA,30012,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9539732-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1507,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9539732-00,06-10-2023,06-10-2024,8 RIVAS TRANSPORT LLC,1765 MORGAN LANE,CONYERS,GA,30012,06-10-2023,06-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,1765 MORGAN LANE,HARTFORD,GA,30012,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9539732-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1508,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,22-09-2023,06-09-2024,-2668.59,0.0,0,-467,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,22-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1509,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,22-09-2023,06-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,22-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1510,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,22-09-2023,06-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,22-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1511,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,22-09-2023,06-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,22-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1512,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,22-09-2023,06-09-2024,-2668.59,0.0,0,-467,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,22-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1513,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,22-09-2023,06-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,22-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1514,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,22-09-2023,06-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,22-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1515,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,22-09-2023,06-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,22-09-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,2,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1516,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,06-09-2023,06-09-2024,-10523.41,0.0,0,-1841.6,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-09-2023,Cancellation,CN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1517,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,06-09-2023,06-09-2024,-100,0.0,0,-17.5,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-09-2023,Cancellation,CN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1518,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,06-09-2023,06-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-09-2023,Cancellation,CN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1519,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,06-09-2023,06-09-2024,-100,0.0,0,-17.5,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-09-2023,Cancellation,CN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1520,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,06-09-2023,06-09-2024,-10523.41,0.0,0,-1841.6,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-09-2023,Cancellation,CN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
1521,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9920825-00,06-09-2023,06-09-2024,TRIPLE TRANSPORT LLC,212 Wyoming Street,Wilkes-Barre,PA,18705,06-09-2023,06-09-2024,-100,0.0,0,-17.5,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,06-09-2023,Cancellation,CN,Primary,0.0,Occurrence,1.0,212 Wyoming Street,HARTFORD,PA,18705,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9920825-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
